Datum;Tmax;Tmittel;Tmin;Tminboden;Windmax_BF;Niederschlag;Sonnenstunden
2016-08-30;22.4;15.6;9.7;6;5;0;7800
2016-08-31;25.4;17.8;9.4;6.3;4;0;12733
2016-09-01;24.7;16.9;11;7.4;5;0;8817
2016-09-02;22.5;16.5;10.1;5.7;4;0.7;5400
2016-09-03;22;17.4;14.4;13;5;7.1;2517
2016-09-04;20.5;16.9;14.9;14.8;5;2.9;1
2016-09-05;20.3;16.1;8.4;7.5;5;0.6;4817
2016-09-06;23.2;15.8;7.6;6.7;4;0;11833
2016-09-07;24.6;17.7;11.2;8.7;3;0;12250
2016-09-08;28.4;19.4;10.5;8.3;4;0;12383
2016-09-09;24.4;18.4;11.2;8.5;5;0;7383
2016-09-10;26.1;18.8;8.7;6.9;4;0;11400
2016-09-11;25.3;20;14.8;12.5;4;0;8217
2016-09-12;29.3;20.8;11.9;10.1;3;0;12050
2016-09-13;31.5;22.9;14.8;12.1;5;0;11883
2016-09-14;29.5;22.4;14.7;12.5;5;0;11550
2016-09-15;26.8;19.5;12.8;10.1;5;0;11917
2016-09-16;24.7;17.8;10.7;8.2;4;1.4;5933
2016-09-17;21.3;17.9;15.1;13.5;6;0;6267
2016-09-18;18.3;14.6;6.7;2.5;5;0;4167
2016-09-19;18.9;14;7;2.8;5;0;4783
2016-09-20;19.5;15.4;12.4;11.5;4;0;2467
2016-09-21;20.5;15;6.7;4.6;4;0.1;4733
2016-09-22;20.4;12.7;5.8;3.4;3;0;7967
2016-09-23;22;14.4;8.3;3.8;5;0;4717
2016-09-24;20.7;14;5.1;1.9;4;0;9917
2016-09-25;23.1;16.6;11.2;7.9;5;0;10583
2016-09-26;19.6;15.2;9.6;6.9;4;0.3;1
2016-09-27;22.1;15.6;10.3;6.4;4;0;8017
2016-09-28;22;17.3;13.5;12.2;6;0;3983
2016-09-29;22.2;17.7;13.3;12.2;7;2.7;3067
2016-09-30;18.4;13.7;9.5;5.8;5;0;3517
2016-10-01;14.6;11.6;6.6;4.6;4;0;0
2016-10-02;17.7;12.1;8.5;6.8;5;14.2;3850
2016-10-03;17.1;12.7;8.1;6.4;5;0;8000
2016-10-04;16.6;12.6;8.1;5.7;6;0;7667
2016-10-05;12.5;10.3;7.8;5.2;7;0;4183
2016-10-06;11.6;9.9;8.4;8;6;10.5;0
2016-10-07;11.7;10.1;6.7;4.4;5;11.4;0
2016-10-08;12.9;8.6;5.7;2.7;6;2.7;3417
2016-10-09;10.6;7.4;2.6;1.4;3;1.6;0
2016-10-10;12.6;8.5;4.5;4.7;3;5.9;1900
2016-10-11;10.8;9.3;8.3;8.2;6;0.4;0
2016-10-12;10.6;8.4;7;6.6;4;0.3;1
2016-10-13;10.6;8.1;6.8;6.5;6;0;0
2016-10-14;10.3;7.7;5.5;4.9;5;0;1
2016-10-15;9.3;7.8;6.5;6;5;1.5;0
2016-10-16;12.3;10.2;8.7;8.8;4;0;0
2016-10-17;9.6;8.9;8.2;8.3;5;1.9;0
2016-10-18;15;11.2;9.2;9.1;3;6.1;1
2016-10-19;10.9;7.4;2.9;0.3;4;0.1;0
2016-10-20;10.7;7.4;2.4;0.5;5;2;2333
2016-10-21;10.2;7.9;5.6;3.9;4;0.6;0
2016-10-22;8.6;7.1;5.7;3.6;3;6.2;0
2016-10-23;9.9;7;4.3;2.5;3;0;0
2016-10-24;7.3;5.2;1.5;-1.1;3;0;0
2016-10-25;11.7;6.7;0.4;-1.4;4;0;2233
2016-10-26;8.3;4.8;0.6;0.6;4;0.4;1
2016-10-27;14.5;10.9;7.2;6.9;5;0;1267
2016-10-28;14.7;11;6.7;3.7;6;1.1;0
2016-10-29;12.6;8.9;5.2;1.1;6;0;2533
2016-10-30;12.3;8.8;6.9;4.4;4;0.1;5950
2016-10-31;13.4;10.6;6.9;6.4;4;1.1;0
2016-11-01;11.5;9.3;5.1;2.6;4;0.8;0
2016-11-02;9.8;6;1.7;-0.4;6;1.4;4450
2016-11-03;6.9;3.3;-3;-4.7;4;4.6;5617
2016-11-04;9.6;7;3.8;0.5;5;0.1;1
2016-11-05;6.5;4.9;3.2;1.5;4;2.7;0
2016-11-06;6.6;5.3;2.8;0.8;5;11.9;0
2016-11-07;4.3;2.4;0.3;0;5;7.3;0
2016-11-08;1;0;-2.2;-3.3;5;4.6;0
2016-11-09;0.2;-1.7;-7.1;-8.5;3;0;1250
2016-11-10;1.2;0.3;-1.9;-2.1;3;0.1;0
2016-11-11;4.5;-0.7;-5.5;-7.6;3;0;7733
2016-11-12;-0.7;-2.5;-4.5;-5.5;3;0;4083
2016-11-13;1.3;-1.3;-4.4;-6.9;4;0;6383
2016-11-14;2.3;-0.4;-5.4;-9;4;1.3;5767
2016-11-15;10.2;5.1;1.5;0.4;5;0.5;0
2016-11-16;10.7;7.6;3.5;-0.9;5;0.5;0
2016-11-17;10;7.6;5.6;1.9;5;5.4;1067
2016-11-18;10.1;6.5;2.6;1.1;6;6.6;1517
2016-11-19;7.6;4.7;2.3;0;5;0;1717
2016-11-20;11.9;6.3;1.1;-0.9;7;1.8;1
2016-11-21;13.4;10.6;8.9;6.9;5;0;0
2016-11-22;12.7;9.8;5.1;2.2;5;0;0
2016-11-23;11.4;7.3;1.7;-1.2;3;0;1467
2016-11-24;6.7;2.3;-3.3;-5.8;3;0;6800
2016-11-25;4;1;-4.1;-6.3;2;0.1;0
2016-11-26;7.5;3.2;0;0.3;5;0.2;1
2016-11-27;7.4;4;-0.7;-4.9;5;0;7033
2016-11-28;3.6;-0.1;-5.1;-9.1;5;0;7083
2016-11-29;2.9;-1.6;-5.6;-10.6;5;0;7017
2016-11-30;6.7;3.7;0.6;-0.2;5;4.2;0
2016-12-01;9.1;8.1;6.7;5.2;7;1.1;0
2016-12-02;7.4;2.7;-4.8;-8.1;6;0;6917
2016-12-03;-0.7;-3.2;-6.6;-9.7;2;0;0
2016-12-04;3.1;0.7;-3.9;-6.3;3;0;0
2016-12-05;3.9;-0.1;-6.3;-8.6;3;0;6083
2016-12-06;5.3;3.1;1.7;0.7;4;0.2;0
2016-12-07;8;3.5;0.7;-1.4;4;0.1;0
2016-12-08;9.2;8.1;6.5;5.5;6;1.1;0
2016-12-09;10.3;8.5;6.8;6.1;6;0;0
2016-12-10;11.1;9.4;7.9;7.8;6;15.4;0
2016-12-11;8.8;7.4;6;5.5;6;7.7;0
2016-12-12;8;4.7;2.9;2.2;5;0.1;1
2016-12-13;6.4;4.9;3.1;2.9;3;2.9;0
2016-12-14;5.9;4.7;1.6;1.4;3;0.2;0
2016-12-15;1.7;0.7;-0.6;-0.1;5;0;0
2016-12-16;1;-0.3;-1;-2.8;5;0;0
2016-12-17;5.4;1.1;-0.6;-0.4;4;1;0
2016-12-18;7.5;6;4.3;3.6;4;0.2;0
2016-12-19;5.8;4;1.5;-1.2;3;0;0
2016-12-20;3;1.2;-0.5;-0.5;5;0;0
2016-12-21;4.2;2;-0.5;-1.8;4;3.1;1950
2016-12-22;5.3;4;2.5;2.2;4;1.4;0
2016-12-23;7.1;5.9;4.6;3.4;6;1;0
2016-12-24;7.6;6.3;4.1;3.5;8;6.5;0
2016-12-25;11.6;8.6;4.2;2.7;6;2.5;0
2016-12-26;11.7;7.9;4;2.4;8;6.7;1217
2016-12-27;8.7;7.9;6.3;4.4;8;0;0
2016-12-28;8.2;6.8;5.1;3.7;5;0;3717
2016-12-29;5.4;3.2;-1.4;-5.3;4;0;5717
2016-12-30;4.2;0.4;-1.4;-5.7;4;0;6483
2016-12-31;3.9;1.8;-0.5;-0.4;5;0;0
2017-01-01;5.3;4;2.3;2.1;5;0.7;0
2017-01-02;2.9;1.8;-0.1;-3.1;5;1.2;4950
2017-01-03;7.3;4.5;1.6;-0.2;8;10.2;0
2017-01-04;5.4;3.2;-0.9;-3;8;0.1;1650
2017-01-05;-0.2;-3.6;-8.3;-12.4;5;0;5117
2017-01-06;-3.1;-6.6;-10.8;-14.3;4;0;6817
2017-01-07;0.8;-2;-5;-5.1;5;1;0
2017-01-08;1.9;1.2;0.5;-0.2;3;0;0
2017-01-09;2.1;0.9;0.2;-0.2;4;0;1
2017-01-10;1.9;1.1;-0.3;-1.2;5;0;0
2017-01-11;5.8;2.9;1.2;0.5;7;11.7;0
2017-01-12;5.3;2.9;0.9;0;7;5.5;1
2017-01-13;2.8;1;-0.5;-1.9;5;3.3;1200
2017-01-14;3.2;1.1;-0.3;-2;5;0.1;5633
2017-01-15;1.6;-0.3;-4.8;-8.4;5;0.3;0
2017-01-16;1.9;-2.9;-5.9;-9.8;4;0;6667
2017-01-17;1.5;-1.2;-3.3;-6.5;3;0;1533
2017-01-18;-0.2;-1.3;-2.1;-3.4;3;0;0
2017-01-19;1.6;0.1;-1.6;-2.3;3;0.2;0
2017-01-20;2.5;1.5;-0.6;-2.9;3;0;0
2017-01-21;5.3;2.7;-0.3;-1.9;3;0;0
2017-01-22;2.2;0.7;-1.2;-1.2;3;0;0
2017-01-23;1.1;-0.4;-1.6;-3.3;3;0;0
2017-01-24;1.5;0.4;-0.5;-0.4;4;0;0
2017-01-25;-0.4;-1.1;-2;-1.7;3;0;0
2017-01-26;3.2;0.2;-1.6;-3.9;4;0;3900
2017-01-27;2.4;-0.5;-4.7;-6.7;5;0;7583
2017-01-28;3;-1.5;-4.8;-8.1;4;0.3;7650
2017-01-29;5.2;2.7;-4.2;-7;4;0.8;1
2017-01-30;3.3;1.3;0.2;0;4;9.8;0
2017-01-31;1.7;0.9;0.4;0;4;0;0
2017-02-01;1.6;0.6;-0.1;-0.1;5;0;0
2017-02-02;1.4;0.6;-0.4;-0.5;5;0;0
2017-02-03;2.9;1.1;0.2;0.4;4;0.6;0
2017-02-04;6.7;4.4;1.3;-0.9;4;0;1
2017-02-05;3;1.9;0.1;0.5;4;0.1;0
2017-02-06;3.2;1.3;-1.1;-4.1;5;0.1;1
2017-02-07;0.8;-0.5;-2.1;-2.2;6;0;0
2017-02-08;-2;-3.2;-5;-4.8;5;0;0
2017-02-09;-1.6;-4.2;-7.5;-10.1;4;0;1567
2017-02-10;-1.7;-4.6;-6.7;-9.1;5;0;2300
2017-02-11;-1.1;-2.6;-6;-7.4;5;0.1;0
2017-02-12;1;-1.9;-6.8;-9.9;5;0;0
2017-02-13;1.6;-4;-8.5;-10.6;4;0;8667
2017-02-14;4.4;-3;-9.1;-11.6;3;0;6550
2017-02-15;8.6;-0.4;-7.7;-10.8;3;0;8983
2017-02-16;10.2;4.3;-3.1;-5.8;5;0.4;5817
2017-02-17;6.9;5.4;4.5;3.7;4;1.2;0
2017-02-18;4.7;3.8;2.1;0.3;5;0;0
2017-02-19;6.2;4.6;2.3;1.4;4;1.4;0
2017-02-20;9.7;7.6;5.2;4.9;6;2.3;0
2017-02-21;9.8;6.6;4.1;1.6;7;6.5;3500
2017-02-22;9.6;7.3;4.9;4;7;8.8;0
2017-02-23;8.5;5.9;3.8;3.8;8;13.3;0
2017-02-24;7;2.8;0.3;-2.8;7;0.6;4783
2017-02-25;5.3;2.6;-0.1;-3;6;3.3;0
2017-02-26;8.8;6.9;5.2;4.3;5;0.6;0
2017-02-27;12.1;10;8.7;7.5;5;0.3;0
2017-02-28;10.1;6.6;3.5;2.5;7;0.9;2333
2017-03-01;7;4.1;1.6;-0.3;5;7.1;1650
2017-03-02;7.6;4.3;2;0.9;6;2.7;1333
2017-03-03;10.4;5.8;1.7;0;6;0.7;7233
2017-03-04;12.2;7.3;2.6;-0.3;4;1.8;1500
2017-03-05;10.8;6.4;0.3;-1.9;5;3.6;1
2017-03-06;8.4;3.8;0.3;-2.3;6;0;1383
2017-03-07;2.8;1.7;0.9;0;5;0;0
2017-03-08;8.4;4;0.5;-0.5;5;1.3;0
2017-03-09;9.5;5.9;3.8;1.7;5;6.3;0
2017-03-10;10.7;6.6;2.9;-0.5;6;0;6500
2017-03-11;10;4.6;-0.1;-4.3;4;0;5317
2017-03-12;8.1;2.3;-3.5;-5.5;5;0;4650
2017-03-13;8.8;3.3;-2.3;-6.4;4;0;3317
2017-03-14;13.6;8.2;3.6;3.3;6;0.1;2183
2017-03-15;11.9;8.2;5.4;3.4;?;0;10117
2017-03-16;15;8;3;1;?;0;4000
2017-03-17;9.1;7;4;3;7;5.2;1500
2017-03-18;8.9;5.3;0.9;-2.2;8;0.4;4117
2017-03-19;9.3;4.1;-1.8;-5.4;6;15;0
2017-03-20;11.9;9.7;8;7.3;7;4.7;0
2017-03-21;11.7;7;2.6;-1.5;7;1.6;6783
2017-03-22;12.3;5.5;-0.8;-4.6;5;0;11533
2017-03-23;8;4.4;-1.2;-4.3;6;0;0
2017-03-24;13.2;5.1;-2.9;-6.9;4;0;11533
2017-03-25;12.2;6.3;-0.1;-2.8;5;0;8283
2017-03-26;12.9;5.8;0.1;-3.1;3;0;8717
2017-03-27;17.6;8.2;-1.6;-4.5;3;0;11883
2017-03-28;20.1;10.2;-1.1;-3.8;4;0;11867
2017-03-29;13.8;10.4;6.6;0.4;6;1.3;1200
2017-03-30;19.7;13.7;8.9;4.9;5;0;2900
2017-03-31;21.7;14.6;7.7;4.2;4;0;8117
2017-04-01;19.3;13.4;6.6;3.6;4;1.5;6550
2017-04-02;16.6;11.7;7.7;4.4;5;0;6433
2017-04-03;13.5;8.4;0.7;-2.8;5;0;5567
2017-04-04;13.6;6.2;-1.7;-4.2;3;0;6317
2017-04-05;12.1;6.7;1.1;-3.3;7;0;1867
2017-04-06;12.9;7.6;2.6;-0.7;6;0.1;7450
2017-04-07;11.4;9;7.1;5.2;6;0;1
2017-04-08;13.1;9.2;2.9;-1.2;4;0;1650
2017-04-09;18.7;10.6;0.5;-3.2;4;0;12833
2017-04-10;12;9.3;5.2;1.3;6;0.4;2650
2017-04-11;11.1;7.2;3.6;1.3;6;1.7;4883
2017-04-12;9.4;7.9;5.6;3.9;6;3.9;0
2017-04-13;11.6;7.5;4.7;2.9;7;1.6;3783
2017-04-14;12.1;7.6;3.9;1.6;6;3;2350
2017-04-15;11.1;7.2;3;1.5;9;3.8;4383
2017-04-16;9.7;5.5;2.1;-1;6;0.9;2783
2017-04-17;10.3;4.9;1;-2.3;5;1.9;7483
2017-04-18;6.9;3.8;-1;-2.9;6;0.9;5117
2017-04-19;7.7;2.5;-2.7;-6.7;5;0;8183
2017-04-20;11;4.9;-3.9;-7.3;5;0;6800
2017-04-21;14.1;9.3;5.3;3.5;7;1.4;0
2017-04-22;9.9;6.4;3.3;0.7;7;1.4;7600
2017-04-23;9.5;5.2;2.2;-0.9;7;0.7;3933
2017-04-24;11.5;6.3;2.1;0.3;6;4.7;0
2017-04-25;8.9;3.5;0.4;-3.7;5;5.3;3467
2017-04-26;10;4.3;-0.8;-4.9;5;0.2;8067
2017-04-27;11.3;5.5;-2.4;-6;5;0;5767
2017-04-28;12.1;7.3;2.8;-0.4;5;3.3;3517
2017-04-29;10.7;5.4;0.8;-3.2;5;3;6767
2017-04-30;14.3;7.8;-0.7;-3.8;6;0;12633
2017-05-01;16.4;10.5;5;3.2;6;0;8350
2017-05-02;13.1;9.4;6.8;5.7;6;5.7;1
2017-05-03;14.2;9.7;6.6;5.5;6;0;6250
2017-05-04;9.6;7.5;6.3;5.8;7;6.9;0
2017-05-05;8.2;7.1;6.2;5.9;6;5.7;0
2017-05-06;14.9;9.8;4;0.8;4;0;5350
2017-05-07;19.2;11.7;3.1;0.5;4;0;9233
2017-05-08;10.9;8;2.8;-0.2;7;0.2;1617
2017-05-09;12.7;7.1;0.5;-2.6;4;0.1;7917
2017-05-10;10.8;7.7;2.6;0.8;5;0.2;0
2017-05-11;17;10.1;1.3;-1.4;5;0.1;14333
2017-05-12;20;13.3;8.9;7.9;5;0;3433
2017-05-13;21.7;14.9;9.1;6.4;4;0;1883
2017-05-14;21.9;15.4;7.4;4.8;5;4.1;10717
2017-05-15;19.8;14.8;10.9;8.5;4;0.4;6367
2017-05-16;15.1;13.7;12;11.4;4;8.8;0
2017-05-17;25.5;19.5;14.5;13.8;4;0;7250
2017-05-18;27.6;20.2;14.7;14.1;5;5.9;10850
2017-05-19;23.7;17.2;11.5;11.4;7;3.5;2933
2017-05-20;19.2;14.2;8.4;4.6;5;0;7433
2017-05-21;21.4;14.6;6.2;3;4;0;12100
2017-05-22;22.2;15.4;8.3;5.4;4;0;10833
2017-05-23;24.6;16.2;8;5.5;6;4.7;9783
2017-05-24;18.7;13.9;10.1;8.4;6;0;7950
2017-05-25;21.5;15.4;9.4;6.9;5;0;10300
2017-05-26;23.8;16.6;10.6;6.1;4;0;11033
2017-05-27;26.4;19.2;8.1;4.9;5;0;15467
2017-05-28;27.4;20.6;11.9;6.9;5;0;13367
2017-05-29;24.2;17.3;11.5;5.7;4;10.7;5233
2017-05-30;25.9;18.2;13.8;11.9;6;9.8;6200
2017-05-31;18.9;15.2;7.6;4.8;7;0;11567
2017-06-01;20.1;13.7;6.9;2.9;5;0;15167
2017-06-02;23.1;15.4;4.5;0.5;4;0;15617
2017-06-03;18.8;15.7;13.6;12;4;20.4;1350
2017-06-04;19.5;15.3;10.4;7.5;6;2.1;6033
2017-06-05;20.7;15.3;8.4;5.2;4;0;15267
2017-06-06;24.4;16.3;11.5;9.7;5;1;9700
2017-06-07;15.7;12.3;10.1;9.1;6;3.1;3267
2017-06-08;16.4;14.2;10.7;9.3;5;1;1567
2017-06-09;24.5;16.7;11.3;9.9;7;12.1;6150
2017-06-10;22.5;16.7;9.3;6;4;0;6817
2017-06-11;27.5;20.5;13.9;12.3;5;3.7;9633
2017-06-12;19.3;15.9;13.1;12.2;6;1.1;4900
2017-06-13;19.1;15;10.4;7.8;6;0;5783
2017-06-14;22.7;16;9.4;7.5;5;0;10917
2017-06-15;24.7;18.3;9.4;7.2;4;9;10600
2017-06-16;19.8;15.8;12.3;11.2;7;0.5;9467
2017-06-17;21.9;16.7;11.5;10.4;5;0;12650
2017-06-18;26.5;19.2;12.2;9.9;4;0;7183
2017-06-19;29.1;22.5;13.7;11.1;3;0;13450
2017-06-20;24.1;18.9;10.5;7.9;5;0;14317
2017-06-21;22.2;15.9;8.7;6;4;0;12933
2017-06-22;24;17.6;10;8.2;6;11.4;5600
2017-06-23;20.7;17.3;15;14.5;6;0.8;1
2017-06-24;18.9;16.4;14.3;14;7;6.5;1483
2017-06-25;18.8;15.5;13.2;12;6;0.7;0
2017-06-26;20.2;15.4;8.4;5.4;6;0;11817
2017-06-27;20.6;14.5;7;3.2;4;0;10417
2017-06-28;24.7;18.7;13.1;13;5;4.4;8150
2017-06-29;22.8;17.5;14.9;14;5;48.1;2583
2017-06-30;15.5;14.7;13.6;13.2;6;31.2;0
2017-07-01;19.3;15.5;13.3;12.3;5;2.3;1
2017-07-02;20.2;15.2;10;7.3;6;0.2;3450
2017-07-03;21.8;16;9.3;6.6;6;2.5;9900
2017-07-04;19.1;15.1;10.5;8.3;6;1.8;4633
2017-07-05;21.5;15.9;11.8;10.2;4;0;4733
2017-07-06;23.7;17.1;9.6;7.4;4;0.4;14400
2017-07-07;25.2;19;14.5;14.4;6;0;3033
2017-07-08;23.8;18.7;10.4;7.1;6;0.6;8050
2017-07-09;22.1;15.5;7.8;4.3;4;0;15667
2017-07-10;18;14.8;10.6;9.5;4;12.9;1
